PO_ID,PO_Line_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Planned_Unit_Cost,Actual_Unit_Cost,PO_Status
PO007369,PO007369-L3,S016,P0061,2024-04-13,2024-04-29,2024-04-29,480,320,2105.31,2106.68,Completed
PO007369,PO007369-L4,S016,P0078,2024-04-13,2024-04-29,2024-04-29,562,443,11222.91,10613.7,Completed
PO007369,PO007369-L5,S016,P0140,2024-04-13,2024-04-29,2024-04-29,789,576,2068.05,2042.09,Completed
PO007369,PO007369-L6,S016,P0047,2024-04-13,2024-04-29,2024-04-29,1115,744,1354.86,1374.81,Completed
PO007369,PO007369-L7,S016,P0142,2024-04-13,2024-04-29,2024-04-29,978,676,312.4,312.87,Completed
PO007370,PO007370-L1,S016,P0105,2024-04-15,2024-04-25,2024-04-25,295,205,2029.01,1974.47,Completed
PO007370,PO007370-L2,S016,P0015,2024-04-15,2024-04-25,2024-04-25,308,217,309.6,307.9,Completed
PO007370,PO007370-L3,S016,P0080,2024-04-15,2024-04-25,2024-04-25,1483,929,8763.69,8517.28,Completed
PO007371,PO007371-L1,S016,P0195,2024-04-15,2024-04-29,2024-04-27,360,272,635.85,650.27,Completed
PO007371,PO007371-L2,S016,P0078,2024-04-15,2024-04-29,2024-04-27,460,335,11162.87,11657.69,Completed
PO007371,PO007371-L3,S016,P0080,2024-04-15,2024-04-29,2024-04-27,1113,822,8771.31,8243.08,Completed
PO007371,PO007371-L4,S016,P0061,2024-04-15,2024-04-29,2024-04-27,460,308,2127.29,2182.65,Completed
PO007371,PO007371-L5,S016,P0047,2024-04-15,2024-04-29,2024-04-27,1443,931,1349.25,1273.26,Completed
PO007371,PO007371-L6,S016,P0183,2024-04-15,2024-04-29,2024-04-27,1020,828,1708.79,1683.1,Completed
PO007371,PO007371-L7,S016,P0105,2024-04-15,2024-04-29,2024-04-27,1191,957,1985.53,2306.74,Completed
PO007372,PO007372-L1,S016,P0015,2024-04-17,2024-04-25,2024-04-24,247,162,326.19,328.61,Completed
PO007373,PO007373-L1,S016,P0080,2024-04-17,2024-04-29,2024-05-10,1014,742,9006.99,9378.91,Completed
PO007373,PO007373-L2,S016,P0183,2024-04-17,2024-04-29,2024-05-10,1281,745,1659.4,1646.35,Completed
PO007373,PO007373-L3,S016,P0041,2024-04-17,2024-04-29,2024-05-10,1257,806,8899.48,9274.9,Completed
PO007373,PO007373-L4,S016,P0015,2024-04-17,2024-04-29,2024-05-10,387,238,324.78,323.54,Completed
PO007373,PO007373-L5,S016,P0061,2024-04-17,2024-04-29,2024-05-10,1216,694,2184.76,2311.44,Completed
PO007373,PO007373-L6,S016,P0047,2024-04-17,2024-04-29,2024-05-10,1385,1014,1371.86,1325.87,Completed
PO007374,PO007374-L1,S016,P0105,2024-04-18,2024-05-03,2024-05-03,100,63,1942.61,1976.61,Completed
PO007374,PO007374-L2,S016,P0061,2024-04-18,2024-05-03,2024-05-03,1399,896,2071.52,2029.79,Completed
PO007374,PO007374-L3,S016,P0041,2024-04-18,2024-05-03,2024-05-03,784,561,8557.44,8331.27,Completed
PO007374,PO007374-L4,S016,P0078,2024-04-18,2024-05-03,2024-05-03,871,706,11154.82,11365.12,Completed
PO007375,PO007375-L1,S016,P0061,2024-04-20,2024-05-02,2024-04-30,940,655,2096.9,2015.08,Completed
PO007375,PO007375-L2,S016,P0047,2024-04-20,2024-05-02,2024-04-30,551,416,1348.58,1625.03,Completed
PO007376,PO007376-L1,S016,P0142,2024-04-20,2024-05-02,,1147,0,325.03,,Cancelled
PO007376,PO007376-L2,S016,P0160,2024-04-20,2024-05-02,,123,0,441.08,,Cancelled
PO007376,PO007376-L3,S016,P0080,2024-04-20,2024-05-02,,722,0,8681.25,,Cancelled
PO007377,PO007377-L1,S016,P0078,2024-04-22,2024-05-01,2024-04-30,347,238,11192.83,11124.58,Completed
PO007377,PO007377-L2,S016,P0089,2024-04-22,2024-05-01,2024-04-30,971,719,696.57,732.14,Completed
PO007377,PO007377-L3,S016,P0041,2024-04-22,2024-05-01,2024-04-30,129,89,8778.84,8460.4,Completed
PO007378,PO007378-L1,S016,P0140,2024-04-22,2024-05-06,2024-05-16,1339,859,1974.16,1993.12,Completed
PO007378,PO007378-L2,S016,P0080,2024-04-22,2024-05-06,2024-05-16,123,73,8846.3,9223.97,Completed
PO007379,PO007379-L1,S016,P0105,2024-04-24,2024-05-09,2024-05-08,600,402,1993.29,1917.57,Completed
PO007380,PO007380-L1,S016,P0142,2024-04-26,2024-05-10,2024-05-09,296,196,313.82,327.79,Completed
PO007380,PO007380-L2,S016,P0195,2024-04-26,2024-05-10,2024-05-09,203,163,628.06,582.48,Completed
PO007380,PO007380-L3,S016,P0140,2024-04-26,2024-05-10,2024-05-09,313,218,2074.9,2418.71,Completed
PO007380,PO007380-L4,S016,P0015,2024-04-26,2024-05-10,2024-05-09,759,551,312.77,327.92,Completed
PO007380,PO007380-L5,S016,P0089,2024-04-26,2024-05-10,2024-05-09,73,53,694.46,680.79,Completed
PO007381,PO007381-L1,S016,P0160,2024-04-28,2024-05-11,2024-05-09,131,96,431.92,393.81,Completed
PO007382,PO007382-L1,S016,P0047,2024-04-30,2024-05-11,2024-05-10,394,277,1348.07,1287.82,Completed
PO007382,PO007382-L2,S016,P0080,2024-04-30,2024-05-11,2024-05-10,1366,1119,8856.5,8650.05,Completed
PO007383,PO007383-L1,S016,P0080,2024-05-02,2024-05-19,2024-05-20,253,159,8571.73,9127.38,Completed
PO007383,PO007383-L2,S016,P0183,2024-05-02,2024-05-19,2024-05-20,1180,765,1744.96,1834.64,Completed
PO007383,PO007383-L3,S016,P0089,2024-05-02,2024-05-19,2024-05-20,569,416,699.48,693.9,Completed
PO007383,PO007383-L4,S016,P0078,2024-05-02,2024-05-19,2024-05-20,1188,817,11328.77,11275.14,Completed
PO007383,PO007383-L5,S016,P0142,2024-05-02,2024-05-19,2024-05-20,963,715,328.1,312.64,Completed
PO007383,PO007383-L6,S016,P0195,2024-05-02,2024-05-19,2024-05-20,478,355,646.97,621.68,Completed
PO007384,PO007384-L1,S016,P0047,2024-05-04,2024-05-20,2024-05-19,555,393,1375.3,1342.3,Completed
PO007384,PO007384-L2,S016,P0089,2024-05-04,2024-05-20,2024-05-19,605,391,720.92,711.63,Completed
PO007384,PO007384-L3,S016,P0140,2024-05-04,2024-05-20,2024-05-19,417,323,2026.23,2430.52,Completed
PO007385,PO007385-L1,S016,P0041,2024-05-06,2024-05-17,2024-05-16,1433,1056,8865.96,8574.94,Completed
PO007385,PO007385-L2,S016,P0142,2024-05-06,2024-05-17,2024-05-16,113,86,321.87,318.91,Completed
PO007385,PO007385-L3,S016,P0140,2024-05-06,2024-05-17,2024-05-16,1109,599,1988.91,1931.78,Completed
PO007385,PO007385-L4,S016,P0061,2024-05-06,2024-05-17,2024-05-16,389,284,2098.83,2008.72,Completed
PO007385,PO007385-L5,S016,P0015,2024-05-06,2024-05-17,2024-05-16,1181,746,308.17,319.79,Completed
PO007385,PO007385-L6,S016,P0047,2024-05-06,2024-05-17,2024-05-16,1342,956,1325.38,1428.1,Completed
PO007386,PO007386-L1,S016,P0041,2024-05-06,2024-05-18,2024-05-16,90,64,8889.74,8469.8,Completed
PO007386,PO007386-L2,S016,P0078,2024-05-06,2024-05-18,2024-05-16,108,82,10851.34,13101.57,Completed
PO007386,PO007386-L3,S016,P0160,2024-05-06,2024-05-18,2024-05-16,555,371,437.12,445.32,Completed
PO007386,PO007386-L4,S016,P0047,2024-05-06,2024-05-18,2024-05-16,1485,1217,1361.16,1277.02,Completed
PO007387,PO007387-L1,S016,P0061,2024-05-06,2024-05-20,2024-05-19,1097,782,2125.79,2076.35,Completed
PO007387,PO007387-L2,S016,P0142,2024-05-06,2024-05-20,2024-05-19,804,630,329.17,339.94,Completed
PO007387,PO007387-L3,S016,P0015,2024-05-06,2024-05-20,2024-05-19,818,612,318.16,326.84,Completed
PO007387,PO007387-L4,S016,P0105,2024-05-06,2024-05-20,2024-05-19,971,731,1953.77,2006.7,Completed
PO007388,PO007388-L1,S016,P0183,2024-05-07,2024-05-21,2024-05-19,750,523,1660.66,1602.78,Completed
PO007388,PO007388-L2,S016,P0041,2024-05-07,2024-05-21,2024-05-19,838,585,8775.18,8577.07,Completed
PO007389,PO007389-L1,S016,P0160,2024-05-08,2024-05-15,2024-05-14,1437,885,448.75,422.31,Completed
PO007389,PO007389-L2,S016,P0089,2024-05-08,2024-05-15,2024-05-14,259,200,706.45,661.03,Completed
PO007389,PO007389-L3,S016,P0140,2024-05-08,2024-05-15,2024-05-14,608,434,2044.1,2072.35,Completed
PO007389,PO007389-L4,S016,P0142,2024-05-08,2024-05-15,2024-05-14,1110,880,314.31,280.69,Completed
PO007389,PO007389-L5,S016,P0061,2024-05-08,2024-05-15,2024-05-14,439,316,2131.28,2091.02,Completed
PO007389,PO007389-L6,S016,P0105,2024-05-08,2024-05-15,2024-05-14,705,491,1963.62,1921.38,Completed
PO007389,PO007389-L7,S016,P0015,2024-05-08,2024-05-15,2024-05-14,724,498,321.12,308.02,Completed
PO007390,PO007390-L1,S016,P0160,2024-05-09,2024-05-18,2024-05-16,353,233,448.03,445.85,Completed
PO007390,PO007390-L2,S016,P0140,2024-05-09,2024-05-18,2024-05-16,356,271,2039.98,1981.5,Completed
PO007390,PO007390-L3,S016,P0061,2024-05-09,2024-05-18,2024-05-16,1310,851,2172.84,2269.3,Completed
PO007390,PO007390-L4,S016,P0015,2024-05-09,2024-05-18,2024-05-16,845,549,314.68,316.75,Completed
PO007390,PO007390-L5,S016,P0183,2024-05-09,2024-05-18,2024-05-16,242,156,1699.0,1647.56,Completed
PO007390,PO007390-L6,S016,P0142,2024-05-09,2024-05-18,2024-05-16,1159,859,322.46,348.19,Completed
PO007390,PO007390-L7,S016,P0105,2024-05-09,2024-05-18,2024-05-16,1330,976,1972.62,1995.08,Completed
PO007391,PO007391-L1,S016,P0140,2024-05-11,2024-05-22,2024-05-22,379,267,2060.86,2227.02,Completed
PO007392,PO007392-L1,S016,P0089,2024-05-13,2024-05-27,2024-05-25,723,492,702.16,713.8,Completed
PO007392,PO007392-L2,S016,P0142,2024-05-13,2024-05-27,2024-05-25,541,443,328.85,331.55,Completed
PO007393,PO007393-L1,S016,P0195,2024-05-14,2024-05-24,2024-05-24,1321,926,660.08,642.18,Completed
PO007393,PO007393-L2,S016,P0041,2024-05-14,2024-05-24,2024-05-24,1436,904,8616.92,8173.57,Completed
PO007393,PO007393-L3,S016,P0183,2024-05-14,2024-05-24,2024-05-24,264,175,1671.92,1596.36,Completed
PO007393,PO007393-L4,S016,P0015,2024-05-14,2024-05-24,2024-05-24,512,353,312.46,369.1,Completed
PO007393,PO007393-L5,S016,P0160,2024-05-14,2024-05-24,2024-05-24,472,316,434.57,464.15,Completed
PO007394,PO007394-L1,S016,P0195,2024-05-15,2024-05-30,2024-06-08,109,84,653.04,631.96,Completed
PO007394,PO007394-L2,S016,P0160,2024-05-15,2024-05-30,2024-06-08,586,418,434.15,483.81,Completed
PO007394,PO007394-L3,S016,P0183,2024-05-15,2024-05-30,2024-06-08,1366,977,1709.81,1707.85,Completed
PO007394,PO007394-L4,S016,P0061,2024-05-15,2024-05-30,2024-06-08,755,504,2103.21,2050.22,Completed
PO007394,PO007394-L5,S016,P0140,2024-05-15,2024-05-30,2024-06-08,154,110,2001.3,1831.16,Completed
PO007395,PO007395-L1,S016,P0047,2024-05-15,2024-05-28,,1360,0,1373.56,,Cancelled
PO007396,PO007396-L1,S016,P0078,2024-05-15,2024-05-27,2024-05-27,666,479,11234.64,11159.29,Completed
PO007396,PO007396-L2,S016,P0183,2024-05-15,2024-05-27,,150,113,1674.73,1751.78,Completed
PO007396,PO007396-L3,S016,P0089,2024-05-15,2024-05-27,2024-05-27,1471,1061,718.75,742.78,Completed
PO007397,PO007397-L1,S016,P0183,2024-05-16,2024-05-29,2024-05-29,116,90,1710.71,1709.33,Completed
PO007398,PO007398-L1,S016,P0195,2024-05-18,2024-05-26,2024-05-26,499,349,636.02,641.3,Completed
PO007398,PO007398-L2,S016,P0140,2024-05-18,2024-05-26,2024-05-26,1275,856,2080.67,2076.48,Completed
PO007398,PO007398-L3,S016,P0080,2024-05-18,2024-05-26,2024-05-26,1039,765,8647.2,8662.94,Completed
PO007398,PO007398-L4,S016,P0041,2024-05-18,2024-05-26,2024-05-26,970,716,9000.24,8572.34,Completed
PO007398,PO007398-L5,S016,P0061,2024-05-18,2024-05-26,2024-05-26,418,288,2082.16,2254.25,Completed
PO007398,PO007398-L6,S016,P0078,2024-05-18,2024-05-26,2024-05-26,1006,742,11396.69,11789.35,Completed
PO007399,PO007399-L1,S016,P0160,2024-05-20,2024-06-04,,207,0,432.12,,Cancelled
PO007399,PO007399-L2,S016,P0183,2024-05-20,2024-06-04,,208,0,1746.1,,Cancelled
PO007399,PO007399-L3,S016,P0195,2024-05-20,2024-06-04,,104,0,634.14,,Cancelled
PO007400,PO007400-L1,S016,P0015,2024-05-20,2024-06-01,2024-06-01,1269,977,316.13,317.54,Completed
PO007400,PO007400-L2,S016,P0061,2024-05-20,2024-06-01,2024-06-01,333,238,2109.55,2142.23,Completed
PO007400,PO007400-L3,S016,P0140,2024-05-20,2024-06-01,2024-06-01,252,176,2054.23,2148.62,Completed
PO007401,PO007401-L1,S016,P0078,2024-05-22,2024-06-03,,440,0,10774.79,,Cancelled
PO007401,PO007401-L2,S016,P0142,2024-05-22,2024-06-03,,1409,0,314.06,,Cancelled
PO007401,PO007401-L3,S016,P0047,2024-05-22,2024-06-03,,1011,0,1343.2,,Cancelled
PO007401,PO007401-L4,S016,P0183,2024-05-22,2024-06-03,,236,0,1671.96,,Cancelled
PO007401,PO007401-L5,S016,P0061,2024-05-22,2024-06-03,,908,0,2139.71,,Cancelled
PO007401,PO007401-L6,S016,P0105,2024-05-22,2024-06-03,,425,0,1954.14,,Cancelled
PO007402,PO007402-L1,S016,P0183,2024-05-23,2024-05-29,2024-05-27,1367,1010,1755.53,1646.85,Completed
PO007402,PO007402-L2,S016,P0142,2024-05-23,2024-05-29,2024-05-27,553,392,313.52,322.13,Completed
PO007402,PO007402-L3,S016,P0041,2024-05-23,2024-05-29,2024-05-27,1303,855,8903.17,8873.62,Completed
PO007403,PO007403-L1,S016,P0047,2024-05-25,2024-06-10,2024-06-12,1237,867,1381.26,1487.41,Completed
PO007403,PO007403-L2,S016,P0142,2024-05-25,2024-06-10,2024-06-12,1211,733,323.23,319.86,Completed
PO007403,PO007403-L3,S016,P0078,2024-05-25,2024-06-10,2024-06-12,793,558,11185.14,11534.57,Completed
PO007403,PO007403-L4,S016,P0195,2024-05-25,2024-06-10,,1024,686,656.84,680.63,Completed
PO007403,PO007403-L5,S016,P0140,2024-05-25,2024-06-10,2024-06-12,1197,986,2037.45,2052.23,Completed
PO007404,PO007404-L1,S016,P0183,2024-05-26,2024-06-07,2024-06-09,1128,763,1698.05,1705.01,Completed
PO007405,PO007405-L1,S016,P0089,2024-05-27,2024-06-07,2024-06-07,226,157,726.68,723.54,Completed
PO007405,PO007405-L2,S016,P0041,2024-05-27,2024-06-07,2024-06-07,477,333,9006.02,9378.64,Completed
PO007406,PO007406-L1,S016,P0047,2024-05-27,2024-06-11,,1071,706,1387.59,1654.15,Completed
PO007406,PO007406-L2,S016,P0080,2024-05-27,2024-06-11,2024-06-22,1435,1017,9022.21,9534.56,Completed
PO007407,PO007407-L1,S016,P0105,2024-05-29,2024-06-10,2024-06-09,534,373,1941.3,1913.43,Completed
PO007407,PO007407-L2,S016,P0015,2024-05-29,2024-06-10,2024-06-09,1190,767,307.99,371.43,Completed
PO007407,PO007407-L3,S016,P0047,2024-05-29,2024-06-10,2024-06-09,238,184,1359.96,1440.48,Completed
PO007407,PO007407-L4,S016,P0078,2024-05-29,2024-06-10,2024-06-09,826,581,11245.5,11370.64,Completed
PO007407,PO007407-L5,S016,P0142,2024-05-29,2024-06-10,2024-06-09,1155,809,324.19,319.56,Completed
PO007408,PO007408-L1,S016,P0160,2024-05-31,2024-06-12,,572,0,433.39,,Open
PO007408,PO007408-L2,S016,P0105,2024-05-31,2024-06-12,,1260,0,2003.57,,Open
PO007408,PO007408-L3,S016,P0080,2024-05-31,2024-06-12,,181,0,8685.81,,Open
PO007409,PO007409-L1,S016,P0105,2024-05-31,2024-06-14,,467,0,1954.43,,Open
PO007409,PO007409-L2,S016,P0160,2024-05-31,2024-06-14,,1467,0,443.62,,Open
PO007410,PO007410-L1,S016,P0160,2024-06-02,2024-06-10,2024-06-19,519,329,445.46,448.51,Completed
PO007410,PO007410-L2,S016,P0142,2024-06-02,2024-06-10,2024-06-19,1102,729,327.17,332.75,Completed
PO007410,PO007410-L3,S016,P0047,2024-06-02,2024-06-10,2024-06-19,1445,1155,1398.28,1296.97,Completed
PO007410,PO007410-L4,S016,P0089,2024-06-02,2024-06-10,2024-06-19,1071,641,712.42,684.09,Completed
PO007411,PO007411-L1,S016,P0142,2024-06-04,2024-06-18,2024-06-23,127,105,317.5,313.06,Completed
PO007411,PO007411-L2,S016,P0078,2024-06-04,2024-06-18,2024-06-23,1468,1062,10872.14,10622.55,Completed
PO007411,PO007411-L3,S016,P0195,2024-06-04,2024-06-18,2024-06-23,1326,1143,638.99,606.3,Completed
PO007412,PO007412-L1,S016,P0078,2024-06-06,2024-06-21,2024-06-20,190,139,10772.89,10218.64,Completed
PO007412,PO007412-L2,S016,P0041,2024-06-06,2024-06-21,2024-06-20,433,260,9019.01,9068.11,Completed
PO007412,PO007412-L3,S016,P0142,2024-06-06,2024-06-21,2024-06-20,449,331,314.12,324.87,Completed
PO007412,PO007412-L4,S016,P0105,2024-06-06,2024-06-21,2024-06-20,137,105,2021.03,1926.46,Completed
PO007412,PO007412-L5,S016,P0140,2024-06-06,2024-06-21,2024-06-20,1358,842,2055.18,2066.94,Completed
PO007412,PO007412-L6,S016,P0195,2024-06-06,2024-06-21,2024-06-20,556,373,646.27,655.78,Completed
PO007412,PO007412-L7,S016,P0160,2024-06-06,2024-06-21,2024-06-20,738,541,436.79,424.09,Completed
PO007413,PO007413-L1,S016,P0183,2024-06-06,2024-06-16,2024-06-17,1317,958,1693.71,1603.09,Completed
PO007413,PO007413-L2,S016,P0089,2024-06-06,2024-06-16,2024-06-17,1140,950,693.21,671.84,Completed
PO007414,PO007414-L1,S016,P0089,2024-06-08,2024-06-22,2024-06-25,509,375,711.45,689.56,Completed
PO007414,PO007414-L2,S016,P0015,2024-06-08,2024-06-22,2024-06-25,1339,848,311.18,319.94,Completed
PO007414,PO007414-L3,S016,P0160,2024-06-08,2024-06-22,2024-06-25,1468,1085,448.98,438.3,Completed
PO007414,PO007414-L4,S016,P0140,2024-06-08,2024-06-22,2024-06-25,1329,929,1977.37,2009.12,Completed
PO007414,PO007414-L5,S016,P0041,2024-06-08,2024-06-22,2024-06-25,1136,782,8730.84,8919.52,Completed
PO007414,PO007414-L6,S016,P0105,2024-06-08,2024-06-22,2024-06-25,425,284,1973.3,1891.91,Completed
PO007415,PO007415-L1,S016,P0078,2024-06-08,2024-06-24,2024-06-24,734,512,10873.35,10670.12,Completed
PO007415,PO007415-L2,S016,P0195,2024-06-08,2024-06-24,2024-06-24,1376,971,653.06,617.57,Completed
PO007415,PO007415-L3,S016,P0080,2024-06-08,2024-06-24,2024-06-24,687,530,9056.81,9001.72,Completed
PO007415,PO007415-L4,S016,P0089,2024-06-08,2024-06-24,2024-06-24,544,375,714.72,735.33,Completed
PO007415,PO007415-L5,S016,P0061,2024-06-08,2024-06-24,2024-06-24,541,409,2124.79,2056.96,Completed
PO007416,PO007416-L1,S016,P0089,2024-06-09,2024-06-22,2024-06-21,1470,1035,720.96,715.31,Completed
PO007416,PO007416-L2,S016,P0105,2024-06-09,2024-06-22,2024-06-21,55,38,2009.9,2045.75,Completed
PO007416,PO007416-L3,S016,P0183,2024-06-09,2024-06-22,2024-06-21,971,613,1757.17,1716.59,Completed
PO007417,PO007417-L1,S016,P0041,2024-06-10,2024-06-19,,760,0,8690.51,,Cancelled
PO007418,PO007418-L1,S016,P0140,2024-06-11,2024-06-25,2024-06-23,251,188,2032.78,2108.2,Completed
PO007418,PO007418-L2,S016,P0160,2024-06-11,2024-06-25,2024-06-23,821,600,438.43,442.74,Completed
PO007418,PO007418-L3,S016,P0183,2024-06-11,2024-06-25,2024-06-23,426,317,1719.95,1716.29,Completed
PO007419,PO007419-L1,S016,P0078,2024-06-12,2024-06-25,,530,402,11251.49,11291.87,Completed
PO007419,PO007419-L2,S016,P0160,2024-06-12,2024-06-25,2024-07-02,1003,675,450.85,427.49,Completed
PO007419,PO007419-L3,S016,P0140,2024-06-12,2024-06-25,2024-07-02,70,53,2040.61,2057.26,Completed
PO007419,PO007419-L4,S016,P0183,2024-06-12,2024-06-25,2024-07-02,657,498,1734.6,1814.91,Completed
PO007419,PO007419-L5,S016,P0080,2024-06-12,2024-06-25,2024-07-02,1019,736,8828.95,10708.13,Completed
PO007420,PO007420-L1,S016,P0160,2024-06-13,2024-06-27,2024-06-27,1058,754,447.07,434.0,Completed
PO007420,PO007420-L2,S016,P0015,2024-06-13,2024-06-27,2024-06-27,1033,758,325.22,425.61,Completed
PO007420,PO007420-L3,S016,P0078,2024-06-13,2024-06-27,2024-06-27,247,168,10951.13,10803.24,Completed
PO007421,PO007421-L1,S016,P0047,2024-06-13,2024-06-26,2024-06-25,779,658,1350.4,1457.7,Completed
PO007421,PO007421-L2,S016,P0142,2024-06-13,2024-06-26,2024-06-25,215,151,317.21,397.57,Completed
PO007421,PO007421-L3,S016,P0080,2024-06-13,2024-06-26,2024-06-25,1373,1023,8827.3,10100.06,Completed
PO007421,PO007421-L4,S016,P0183,2024-06-13,2024-06-26,2024-06-25,1337,984,1700.35,1721.38,Completed
PO007422,PO007422-L1,S016,P0015,2024-06-15,2024-06-26,2024-06-26,670,488,323.31,308.6,Completed
PO007422,PO007422-L2,S016,P0080,2024-06-15,2024-06-26,2024-06-26,124,87,9011.69,8945.92,Completed
PO007422,PO007422-L3,S016,P0078,2024-06-15,2024-06-26,2024-06-26,1180,1003,10835.32,11286.19,Completed
PO007422,PO007422-L4,S016,P0089,2024-06-15,2024-06-26,2024-06-26,803,532,723.52,702.16,Completed
PO007423,PO007423-L1,S016,P0089,2024-06-16,2024-06-29,2024-06-29,155,93,714.79,733.07,Completed
PO007423,PO007423-L2,S016,P0105,2024-06-16,2024-06-29,2024-06-29,315,217,2036.26,2066.59,Completed
PO007423,PO007423-L3,S016,P0041,2024-06-16,2024-06-29,2024-06-29,64,47,8551.89,8827.24,Completed
PO007423,PO007423-L4,S016,P0047,2024-06-16,2024-06-29,2024-06-29,1149,768,1335.97,1234.64,Completed
PO007423,PO007423-L5,S016,P0078,2024-06-16,2024-06-29,2024-06-29,902,685,10931.39,11441.15,Completed
PO007424,PO007424-L1,S016,P0089,2024-06-17,2024-06-28,2024-06-27,362,208,685.98,686.2,Completed
PO007424,PO007424-L2,S016,P0061,2024-06-17,2024-06-28,2024-06-27,934,744,2102.59,2126.79,Completed
PO007425,PO007425-L1,S016,P0078,2024-06-17,2024-06-28,2024-07-04,139,111,10803.71,10347.01,Completed
PO007425,PO007425-L2,S016,P0142,2024-06-17,2024-06-28,2024-07-04,1231,916,328.67,311.32,Completed
PO007426,PO007426-L1,S016,P0142,2024-06-18,2024-06-30,2024-07-09,1077,707,324.09,327.1,Completed
PO007426,PO007426-L2,S016,P0195,2024-06-18,2024-06-30,2024-07-09,1398,973,637.04,580.54,Completed
PO007426,PO007426-L3,S016,P0078,2024-06-18,2024-06-30,2024-07-09,894,613,11012.52,11002.06,Completed
PO007426,PO007426-L4,S016,P0183,2024-06-18,2024-06-30,2024-07-09,72,51,1676.48,1785.45,Completed
PO007426,PO007426-L5,S016,P0015,2024-06-18,2024-06-30,2024-07-09,602,383,307.78,329.63,Completed
PO007426,PO007426-L6,S016,P0160,2024-06-18,2024-06-30,2024-07-09,1231,887,436.53,428.93,Completed
PO007427,PO007427-L1,S016,P0142,2024-06-20,2024-07-04,2024-07-02,1373,989,320.1,335.87,Completed
PO007427,PO007427-L2,S016,P0041,2024-06-20,2024-07-04,2024-07-02,1214,821,8637.37,8298.56,Completed
PO007427,PO007427-L3,S016,P0195,2024-06-20,2024-07-04,2024-07-02,876,630,641.64,654.93,Completed
PO007427,PO007427-L4,S016,P0140,2024-06-20,2024-07-04,2024-07-02,1412,1109,1978.15,2098.18,Completed
PO007427,PO007427-L5,S016,P0089,2024-06-20,2024-07-04,2024-07-02,126,90,715.91,699.46,Completed
PO007427,PO007427-L6,S016,P0078,2024-06-20,2024-07-04,2024-07-02,179,115,11355.02,10765.04,Completed
PO007428,PO007428-L1,S016,P0160,2024-06-21,2024-07-05,2024-07-04,620,482,433.85,461.17,Completed
PO007429,PO007429-L1,S016,P0041,2024-06-22,2024-07-06,2024-07-10,764,614,8535.24,8754.58,Completed
PO007429,PO007429-L2,S016,P0080,2024-06-22,2024-07-06,2024-07-10,719,536,8551.12,7919.1,Completed
PO007429,PO007429-L3,S016,P0089,2024-06-22,2024-07-06,2024-07-10,208,131,707.26,753.48,Completed
PO007429,PO007429-L4,S016,P0047,2024-06-22,2024-07-06,2024-07-10,604,437,1385.34,1414.23,Completed
PO007429,PO007429-L5,S016,P0195,2024-06-22,2024-07-06,2024-07-10,1264,902,624.4,593.75,Completed
PO007429,PO007429-L6,S016,P0105,2024-06-22,2024-07-06,2024-07-10,1479,923,1950.53,2003.43,Completed
PO007429,PO007429-L7,S016,P0140,2024-06-22,2024-07-06,2024-07-10,452,312,2047.35,2099.79,Completed
PO007430,PO007430-L1,S016,P0105,2024-06-24,2024-07-04,2024-07-04,192,115,1928.65,1816.58,Completed
PO007430,PO007430-L2,S016,P0015,2024-06-24,2024-07-04,2024-07-04,967,694,324.44,332.84,Completed
PO007430,PO007430-L3,S016,P0160,2024-06-24,2024-07-04,2024-07-04,1461,1057,446.46,438.85,Completed
PO007430,PO007430-L4,S016,P0047,2024-06-24,2024-07-04,2024-07-04,477,309,1348.67,1335.03,Completed
PO007430,PO007430-L5,S016,P0183,2024-06-24,2024-07-04,2024-07-04,1496,1109,1715.45,1745.79,Completed
PO007430,PO007430-L6,S016,P0080,2024-06-24,2024-07-04,2024-07-04,828,591,8908.36,8466.22,Completed
PO007431,PO007431-L1,S016,P0142,2024-06-24,2024-07-08,2024-07-07,1235,978,311.73,309.33,Completed
PO007431,PO007431-L2,S016,P0078,2024-06-24,2024-07-08,2024-07-07,1376,1089,11229.56,11122.31,Completed
PO007431,PO007431-L3,S016,P0080,2024-06-24,2024-07-08,2024-07-07,496,358,8883.36,9609.0,Completed
PO007431,PO007431-L4,S016,P0105,2024-06-24,2024-07-08,2024-07-07,803,511,1939.93,1953.58,Completed
PO007432,PO007432-L1,S016,P0183,2024-06-25,2024-07-06,2024-07-06,554,388,1692.78,1634.44,Completed
PO007432,PO007432-L2,S016,P0015,2024-06-25,2024-07-06,2024-07-06,248,170,322.25,335.57,Completed
PO007432,PO007432-L3,S016,P0041,2024-06-25,2024-07-06,2024-07-06,152,119,8799.9,10561.69,Completed
PO007432,PO007432-L4,S016,P0047,2024-06-25,2024-07-06,2024-07-06,86,61,1352.74,1365.09,Completed
PO007432,PO007432-L5,S016,P0089,2024-06-25,2024-07-06,2024-07-06,1183,911,715.31,728.79,Completed
PO007432,PO007432-L6,S016,P0195,2024-06-25,2024-07-06,2024-07-06,367,278,646.17,666.04,Completed
PO007433,PO007433-L1,S016,P0061,2024-06-26,2024-07-10,2024-07-12,1344,902,2153.54,2317.92,Completed
