Order_ID,Order_Line_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ordered_Quantity,Fulfilled_Quantity,Order_Status
ORD0091923,ORD0091923-L2,C03098,P0159,W04,11-05-2023,6,5,Completed
ORD0091924,ORD0091924-L1,C03098,P0031,W11,16-06-2023,7,6,Completed
ORD0091924,ORD0091924-L2,C03098,P0181,W11,16-06-2023,6,5,Completed
ORD0091925,ORD0091925-L1,C03098,P0010,W01,29-06-2023,1,0,Completed
ORD0091926,ORD0091926-L1,C03098,P0050,W07,03-08-2023,3,2,Completed
ORD0091927,ORD0091927-L1,C03098,P0169,W04,22-09-2023,1,0,Completed
ORD0091928,ORD0091928-L1,C03098,P0154,W05,24-09-2023,5,4,Completed
ORD0091928,ORD0091928-L2,C03098,P0181,W06,24-09-2023,4,3,Completed
ORD0091929,ORD0091929-L1,C03098,P0051,W13,04-11-2023,6,5,Completed
ORD0091930,ORD0091930-L1,C03098,P0155,W07,08-12-2023,4,3,Completed
ORD0091931,ORD0091931-L1,C03098,P0166,W12,29-12-2023,5,4,Completed
ORD0091931,ORD0091931-L2,C03098,P0096,W04,29-12-2023,4,3,Completed
ORD0091932,ORD0091932-L1,C03098,P0196,W03,22-01-2024,1,0,Completed
ORD0091933,ORD0091933-L1,C03098,P0083,W04,12-02-2024,3,2,Completed
ORD0091934,ORD0091934-L1,C03098,P0178,W07,25-02-2024,5,4,Completed
ORD0091934,ORD0091934-L2,C03098,P0031,W15,25-02-2024,2,1,Completed
ORD0091935,ORD0091935-L1,C03098,P0180,W04,29-04-2024,2,1,Completed
ORD0091936,ORD0091936-L1,C03098,P0086,W15,22-06-2024,7,6,Completed
ORD0091937,ORD0091937-L1,C03098,P0019,W04,05-08-2024,7,6,Completed
ORD0091938,ORD0091938-L1,C03098,P0116,W02,15-08-2024,5,4,Completed
ORD0091938,ORD0091938-L2,C03098,P0128,W02,15-08-2024,5,4,Completed
ORD0091939,ORD0091939-L1,C03098,P0054,W10,22-08-2024,6,5,Completed
ORD0091940,ORD0091940-L1,C03098,P0170,W10,23-08-2024,5,4,Completed
ORD0091941,ORD0091941-L1,C03098,P0146,W13,02-09-2024,6,5,Completed
ORD0091942,ORD0091942-L1,C03098,P0066,W13,06-09-2024,3,2,Completed
ORD0091942,ORD0091942-L2,C03098,P0170,W10,06-09-2024,4,3,Completed
ORD0091942,ORD0091942-L3,C03098,P0126,W05,06-09-2024,4,3,Completed
ORD0091943,ORD0091943-L1,C03098,P0034,W12,01-12-2024,7,6,Completed
ORD0091943,ORD0091943-L2,C03098,P0024,W11,01-12-2024,6,5,Completed
ORD0091944,ORD0091944-L1,C03098,P0058,W04,14-12-2024,6,5,Completed
ORD0091945,ORD0091945-L1,C03098,P0032,W04,19-12-2024,2,0,Completed
ORD0091945,ORD0091945-L2,C03098,P0083,W14,19-12-2024,6,5,Completed
ORD0091946,ORD0091946-L1,C03098,P0129,W04,20-12-2024,3,2,Completed
ORD0091947,ORD0091947-L1,C03098,P0084,W13,26-12-2024,4,3,Completed
ORD0091947,ORD0091947-L2,C03098,P0042,W15,26-12-2024,,5,Completed
ORD0091947,ORD0091947-L3,C03098,P0032,W04,26-12-2024,1,0,Completed
ORD0091948,ORD0091948-L1,C03099,P0144,W12,03-01-2023,2,1,Completed
ORD0091948,ORD0091948-L2,C03099,P0058,W02,03-01-2023,1,0,Completed
ORD0091948,ORD0091948-L3,C03099,P0063,W12,03-01-2023,3,2,Completed
ORD0091949,ORD0091949-L1,C03099,P0002,W11,08-01-2023,3,2,Completed
ORD0091949,ORD0091949-L2,C03099,P0182,W08,08-01-2023,3,2,Completed
ORD0091950,ORD0091950-L1,C03099,P0143,W10,12-01-2023,1,0,Completed
ORD0091950,ORD0091950-L2,C03099,P0059,W13,12-01-2023,2,1,Completed
ORD0091950,ORD0091950-L3,C03099,P0060,W08,12-01-2023,1,0,Completed
ORD0091951,ORD0091951-L1,C03099,P0110,W01,04-02-2023,2,1,Completed
ORD0091951,ORD0091951-L2,C03099,P0115,W03,04-02-2023,2,1,Completed
ORD0091951,ORD0091951-L3,C03099,P0157,W05,04-02-2023,1,0,Completed
ORD0091952,ORD0091952-L1,C03099,P0194,W03,02-03-2023,1,0,Completed
ORD0091952,ORD0091952-L2,C03099,P0085,W09,02-03-2023,2,1,Completed
ORD0091953,ORD0091953-L1,C03099,P0032,W04,04-03-2023,1,0,Completed
ORD0091954,ORD0091954-L1,C03099,P0047,W05,17-03-2023,4,3,Completed
ORD0091955,ORD0091955-L1,C03099,P0024,W08,07-04-2023,2,1,Completed
ORD0091956,ORD0091956-L1,C03099,P0174,W14,26-04-2023,4,2,Completed
ORD0091956,ORD0091956-L2,C03099,P0128,W14,26-04-2023,3,2,Completed
ORD0091956,ORD0091956-L3,C03099,P0191,W10,26-04-2023,2,1,Completed
ORD0091957,ORD0091957-L1,C03099,P0112,W02,19-05-2023,3,2,Completed
ORD0091958,ORD0091958-L1,C03099,P0143,W05,05-06-2023,3,2,Completed
ORD0091959,ORD0091959-L1,C03099,P0093,W02,11-07-2023,2,1,Completed
ORD0091959,ORD0091959-L2,C03099,P0046,W07,11-07-2023,1,0,Completed
ORD0091960,ORD0091960-L1,C03099,P0129,W05,13-08-2023,1,0,Completed
ORD0091960,ORD0091960-L2,C03099,P0164,W05,13-08-2023,2,1,Completed
ORD0091960,ORD0091960-L3,C03099,P0189,W11,13-08-2023,3,2,Completed
ORD0091961,ORD0091961-L1,C03099,P0001,W05,12-10-2023,1,0,Completed
ORD0091961,ORD0091961-L2,C03099,P0168,W14,12-10-2023,2,1,Completed
ORD0091962,ORD0091962-L1,C03099,P0150,W09,29-10-2023,4,3,Completed
ORD0091963,ORD0091963-L1,C03099,P0198,W12,31-10-2023,1,0,Completed
ORD0091964,ORD0091964-L1,C03099,P0181,W11,04-12-2023,4,2,Completed
ORD0091965,ORD0091965-L1,C03099,P0168,W14,24-12-2023,3,2,Completed
ORD0091966,ORD0091966-L1,C03099,P0191,W01,05-01-2024,3,1,Completed
ORD0091967,ORD0091967-L1,C03099,P0048,W14,10-01-2024,1,0,Completed
ORD0091967,ORD0091967-L2,C03099,P0094,W13,10-01-2024,4,3,Completed
ORD0091968,ORD0091968-L1,C03099,P0068,W03,26-01-2024,2,1,Completed
ORD0091969,ORD0091969-L1,C03099,P0146,W12,17-02-2024,3,2,Completed
ORD0091970,ORD0091970-L1,C03099,P0126,W14,02-04-2024,1,0,Completed
ORD0091971,ORD0091971-L1,C03099,P0094,W10,10-04-2024,3,2,Completed
ORD0091971,ORD0091971-L2,C03099,P0084,W06,10-04-2024,1,0,Completed
ORD0091971,ORD0091971-L3,C03099,P0095,W03,10-04-2024,4,3,Completed
ORD0091972,ORD0091972-L1,C03099,P0075,W12,17-04-2024,3,2,Completed
ORD0091972,ORD0091972-L2,C03099,P0105,W12,17-04-2024,2,1,Completed
ORD0091972,ORD0091972-L3,C03099,P0113,W12,17-04-2024,1,0,Completed
ORD0091973,ORD0091973-L1,C03099,P0141,W08,01-06-2024,1,0,Completed
ORD0091973,ORD0091973-L2,C03099,P0128,W02,01-06-2024,3,2,Completed
ORD0091974,ORD0091974-L1,C03099,P0032,W11,28-06-2024,1,0,Completed
ORD0091974,ORD0091974-L2,C03099,P0004,W03,28-06-2024,4,1,Completed
ORD0091975,ORD0091975-L1,C03099,P0059,W01,06-07-2024,1,0,Completed
ORD0091976,ORD0091976-L1,C03099,P0004,W08,07-07-2024,2,1,Completed
ORD0091977,ORD0091977-L1,C03099,P0070,W04,14-07-2024,3,2,Completed
ORD0091977,ORD0091977-L2,C03099,P0142,W14,14-07-2024,4,3,Completed
ORD0091978,ORD0091978-L1,C03099,P0074,W08,28-08-2024,1,0,Completed
ORD0091978,ORD0091978-L2,C03099,P0104,W08,28-08-2024,3,2,Completed
ORD0091979,ORD0091979-L1,C03099,P0198,W09,23-09-2024,1,0,Completed
ORD0091979,ORD0091979-L2,C03099,P0083,W04,23-09-2024,3,2,Completed
ORD0091979,ORD0091979-L3,C03099,P0122,W11,23-09-2024,4,3,Completed
ORD0091980,ORD0091980-L1,C03099,P0031,W06,28-09-2024,2,1,Completed
ORD0091981,ORD0091981-L1,C03099,P0149,W02,02-11-2024,,3,Completed
ORD0091981,ORD0091981-L2,C03099,P0036,W09,02-11-2024,1,0,Completed
ORD0091982,ORD0091982-L1,C03099,P0034,W09,14-11-2024,4,3,Completed
ORD0091983,ORD0091983-L1,C03099,P0037,W01,05-12-2024,3,2,Completed
ORD0091984,ORD0091984-L1,C03100,P0146,W12,01-02-2023,3,2,Completed
ORD0091985,ORD0091985-L1,C03100,P0156,W13,08-05-2023,4,3,Completed
ORD0091986,ORD0091986-L1,C03100,P0046,W07,24-05-2023,4,3,Completed
ORD0091987,ORD0091987-L1,C03100,P0196,W11,15-06-2023,1,0,Completed
ORD0091987,ORD0091987-L2,C03100,P0149,W14,15-06-2023,6,5,Completed
ORD0091988,ORD0091988-L1,C03100,P0073,W14,17-06-2023,5,4,Completed
ORD0091988,ORD0091988-L2,C03100,P0155,W05,17-06-2023,3,2,Completed
ORD0091989,ORD0091989-L1,C03100,P0166,W09,13-07-2023,4,3,Completed
ORD0091990,ORD0091990-L1,C03100,P0085,W10,18-09-2023,3,2,Completed
ORD0091991,ORD0091991-L1,C03100,P0157,W14,06-10-2023,3,0,Completed
ORD0091992,ORD0091992-L1,C03100,P0080,W09,27-10-2023,4,3,Completed
ORD0091993,ORD0091993-L1,C03100,P0122,W13,13-11-2023,6,5,Completed
ORD0091994,ORD0091994-L1,C03100,P0113,W12,14-11-2023,5,4,Completed
ORD0091994,ORD0091994-L2,C03100,P0179,W11,14-11-2023,6,5,Completed
ORD0091994,ORD0091994-L3,C03100,P0001,W11,14-11-2023,2,1,Completed
ORD0091995,ORD0091995-L1,C03100,P0099,W12,06-12-2023,6,1,Completed
ORD0091995,ORD0091995-L2,C03100,P0012,W11,06-12-2023,3,2,Completed
ORD0091996,ORD0091996-L1,C03100,P0081,W01,12-12-2023,6,5,Completed
ORD0091997,ORD0091997-L1,C03100,P0086,W01,16-12-2023,3,2,Completed
ORD0091998,ORD0091998-L1,C03100,P0144,W15,29-12-2023,6,5,Completed
ORD0091998,ORD0091998-L2,C03100,P0031,W15,29-12-2023,2,1,Completed
ORD0091999,ORD0091999-L1,C03100,P0083,W05,23-01-2024,5,4,Completed
ORD0092000,ORD0092000-L1,C03100,P0078,W15,27-02-2024,5,4,Completed
ORD0092001,ORD0092001-L1,C03100,P0197,W12,23-03-2024,3,2,Completed
ORD0092001,ORD0092001-L2,C03100,P0089,W12,23-03-2024,4,3,Completed
ORD0092002,ORD0092002-L1,C03100,P0149,W14,17-04-2024,3,2,Completed
ORD0092003,ORD0092003-L1,C03100,P0103,W11,25-04-2024,5,4,Completed
ORD0092004,ORD0092004-L1,C03100,P0146,W14,29-06-2024,6,5,Completed
ORD0092005,ORD0092005-L1,C03100,P0095,W03,29-06-2024,4,3,Completed
ORD0092006,ORD0092006-L1,C03100,P0008,W03,04-08-2024,6,5,Completed
ORD0092007,ORD0092007-L1,C03100,P0144,W12,06-08-2024,5,4,Completed
ORD0092008,ORD0092008-L1,C03100,P0168,W13,25-08-2024,1,0,Completed
ORD0092009,ORD0092009-L1,C03100,P0174,W05,31-08-2024,1,0,Completed
ORD0092010,ORD0092010-L1,C03100,P0146,W13,02-09-2024,1,0,Completed
ORD0092010,ORD0092010-L2,C03100,P0003,W06,02-09-2024,2,1,Completed
ORD0092011,ORD0092011-L1,C03100,P0122,W13,19-11-2024,7,0,Cancelled
ORD0092012,ORD0092012-L1,C03100,P0037,W04,10-12-2024,4,3,Completed
ORD0092012,ORD0092012-L2,C03100,P0162,W06,10-12-2024,7,6,Completed
ORD0092012,ORD0092012-L3,C03100,P0137,W14,10-12-2024,2,1,Completed
ORD0092013,ORD0092013-L1,C03100,P0048,W11,14-12-2024,6,5,Completed
ORD0092013,ORD0092013-L2,C03100,P0121,W14,14-12-2024,7,6,Completed
ORD0092013,ORD0092013-L3,C03100,P0106,W09,14-12-2024,7,4,Completed
ORD0092014,ORD0092014-L1,C03101,P0029,W10,16-02-2023,3,2,Completed
ORD0092015,ORD0092015-L1,C03101,P0182,W08,19-04-2023,1,0,Cancelled
ORD0092015,ORD0092015-L2,C03101,P0191,W13,19-04-2023,7,0,Cancelled
ORD0092016,ORD0092016-L1,C03101,P0027,W12,24-05-2023,7,6,Completed
ORD0092017,ORD0092017-L1,C03101,P0049,W07,08-06-2023,7,6,Completed
ORD0092018,ORD0092018-L1,C03101,P0079,W10,05-08-2023,4,0,Cancelled
ORD0092019,ORD0092019-L1,C03101,P0122,W13,17-08-2023,5,4,Completed
ORD0092019,ORD0092019-L2,C03101,P0179,W11,17-08-2023,2,1,Completed
ORD0092020,ORD0092020-L1,C03101,P0123,W09,04-09-2023,1,0,Completed
ORD0092021,ORD0092021-L1,C03101,P0059,W06,29-09-2023,3,2,Completed
ORD0092022,ORD0092022-L1,C03101,P0001,W05,09-10-2023,2,1,Completed
ORD0092023,ORD0092023-L1,C03101,P0029,W02,17-10-2023,4,3,Completed
ORD0092024,ORD0092024-L1,C03101,P0168,W14,20-01-2024,4,3,Completed
ORD0092025,ORD0092025-L1,C03101,P0060,W08,03-03-2024,4,3,Completed
ORD0092026,ORD0092026-L1,C03101,P0126,W05,16-04-2024,1,0,Completed
ORD0092026,ORD0092026-L2,C03101,P0019,W01,16-04-2024,3,2,Completed
ORD0092027,ORD0092027-L1,C03101,P0129,W04,27-04-2024,6,5,Completed
ORD0092028,ORD0092028-L1,C03101,P0179,W09,29-04-2024,4,3,Completed
ORD0092028,ORD0092028-L2,C03101,P0189,W01,29-04-2024,4,3,Completed
ORD0092029,ORD0092029-L1,C03101,P0123,W09,18-05-2024,5,4,Completed
ORD0092029,ORD0092029-L2,C03101,P0187,W14,18-05-2024,1,0,Completed
ORD0092029,ORD0092029-L3,C03101,P0071,W09,18-05-2024,7,6,Completed
ORD0092030,ORD0092030-L1,C03101,P0022,W13,19-05-2024,1,0,Completed
ORD0092031,ORD0092031-L1,C03101,P0050,W06,30-05-2024,6,5,Completed
ORD0092032,ORD0092032-L1,C03101,P0061,W04,18-06-2024,4,3,Completed
ORD0092033,ORD0092033-L1,C03101,P0148,W06,19-07-2024,2,1,Completed
ORD0092034,ORD0092034-L1,C03101,P0001,W05,05-08-2024,7,6,Completed
ORD0092035,ORD0092035-L1,C03101,P0028,W15,09-08-2024,1,0,Completed
ORD0092035,ORD0092035-L2,C03101,P0161,W09,09-08-2024,7,6,Completed
ORD0092036,ORD0092036-L1,C03101,P0142,W02,29-08-2024,7,6,Completed
ORD0092037,ORD0092037-L1,C03101,P0038,W12,31-08-2024,3,2,Completed
ORD0092037,ORD0092037-L2,C03101,P0140,W13,31-08-2024,2,1,Completed
ORD0092038,ORD0092038-L1,C03101,P0017,W15,02-09-2024,1,0,Completed
ORD0092039,ORD0092039-L1,C03101,P0159,W04,05-09-2024,2,1,Completed
ORD0092039,ORD0092039-L2,C03101,P0082,W11,05-09-2024,6,5,Completed
ORD0092040,ORD0092040-L1,C03101,P0152,W05,20-10-2024,7,6,Completed
ORD0092041,ORD0092041-L1,C03101,P0020,W07,31-10-2024,3,2,Completed
ORD0092042,ORD0092042-L1,C03101,P0198,W11,08-11-2024,4,1,Completed
ORD0092042,ORD0092042-L2,C03101,P0114,W09,08-11-2024,2,0,Completed
ORD0092043,ORD0092043-L1,C03101,P0132,W08,30-11-2024,4,3,Completed
ORD0092044,ORD0092044-L1,C03101,P0168,W09,30-11-2024,7,6,Completed
ORD0092044,ORD0092044-L2,C03101,P0048,W11,30-11-2024,3,2,Completed
ORD0092044,ORD0092044-L3,C03101,P0133,W15,30-11-2024,1,0,Completed
ORD0092045,ORD0092045-L1,C03102,P0163,W09,14-01-2023,1,0,Completed
ORD0092045,ORD0092045-L2,C03102,P0127,W04,14-01-2023,2,1,Completed
ORD0092046,ORD0092046-L1,C03102,P0137,W05,18-01-2023,4,3,Completed
ORD0092047,ORD0092047-L1,C03102,P0014,W04,10-03-2023,1,0,Completed
ORD0092048,ORD0092048-L1,C03102,P0136,W10,04-06-2023,1,0,Completed
ORD0092049,ORD0092049-L1,C03102,P0038,W02,17-06-2023,4,3,Completed
ORD0092049,ORD0092049-L2,C03102,P0127,W12,17-06-2023,3,2,Completed
ORD0092049,ORD0092049-L3,C03102,P0139,W01,17-06-2023,1,0,Completed
ORD0092050,ORD0092050-L1,C03102,P0162,W10,17-06-2023,1,0,Completed
ORD0092050,ORD0092050-L2,C03102,P0105,W09,17-06-2023,2,1,Completed
ORD0092051,ORD0092051-L1,C03102,P0057,W07,13-07-2023,4,3,Completed
ORD0092051,ORD0092051-L2,C03102,P0036,W12,13-07-2023,4,1,Completed
ORD0092052,ORD0092052-L1,C03102,P0093,W11,25-07-2023,2,1,Completed
ORD0092053,ORD0092053-L1,C03102,P0047,W05,07-08-2023,3,2,Completed
ORD0092054,ORD0092054-L1,C03102,P0008,W03,13-08-2023,3,2,Completed
ORD0092055,ORD0092055-L1,C03102,P0032,W11,20-08-2023,4,2,Completed
ORD0092055,ORD0092055-L2,C03102,P0098,W15,20-08-2023,3,2,Completed
ORD0092056,ORD0092056-L1,C03102,P0188,W10,22-08-2023,4,2,Completed
ORD0092057,ORD0092057-L1,C03102,P0123,W06,26-08-2023,2,1,Completed
ORD0092058,ORD0092058-L1,C03102,P0167,W02,07-09-2023,1,0,Completed
ORD0092059,ORD0092059-L1,C03102,P0034,W03,14-09-2023,1,0,Completed
ORD0092060,ORD0092060-L1,C03102,P0075,W13,10-10-2023,4,3,Completed
ORD0092061,ORD0092061-L1,C03102,P0103,W14,30-10-2023,2,1,Completed
ORD0092062,ORD0092062-L1,C03102,P0023,W12,23-11-2023,3,2,Completed
ORD0092063,ORD0092063-L1,C03102,P0023,W02,24-11-2023,1,0,Completed
ORD0092064,ORD0092064-L1,C03102,P0124,W02,28-11-2023,2,1,Completed
ORD0092065,ORD0092065-L1,C03102,P0031,W15,29-11-2023,2,1,Completed
ORD0092066,ORD0092066-L1,C03102,P0051,W08,08-12-2023,4,3,Completed
ORD0092067,ORD0092067-L1,C03102,P0198,W01,20-12-2023,2,1,Completed
ORD0092068,ORD0092068-L1,C03102,P0112,W15,01-01-2024,4,3,Completed
ORD0092069,ORD0092069-L1,C03102,P0094,W13,22-01-2024,2,1,Completed
ORD0092069,ORD0092069-L2,C03102,P0074,W10,22-01-2024,4,3,Completed
ORD0092069,ORD0092069-L3,C03102,P0129,W13,22-01-2024,1,0,Completed
ORD0092070,ORD0092070-L1,C03102,P0127,W13,21-02-2024,3,2,Completed
ORD0092071,ORD0092071-L1,C03102,P0111,W02,28-02-2024,3,2,Completed
ORD0092072,ORD0092072-L1,C03102,P0189,W01,30-03-2024,1,0,Completed
ORD0092073,ORD0092073-L1,C03102,P0044,W09,02-04-2024,1,0,Completed
ORD0092074,ORD0092074-L1,C03102,P0195,W05,04-05-2024,4,3,Completed
ORD0092075,ORD0092075-L1,C03102,P0149,W02,17-06-2024,1,0,Completed
ORD0092075,ORD0092075-L2,C03102,P0044,W14,17-06-2024,2,1,Completed
ORD0092076,ORD0092076-L1,C03102,P0126,W14,13-08-2024,2,1,Completed
ORD0092077,ORD0092077-L1,C03102,P0106,W05,12-09-2024,4,3,Completed
ORD0092078,ORD0092078-L1,C03102,P0066,W11,19-09-2024,4,3,Completed
ORD0092078,ORD0092078-L2,C03102,P0135,W15,19-09-2024,2,1,Completed
ORD0092079,ORD0092079-L1,C03102,P0124,W02,22-09-2024,1,0,Completed
ORD0092079,ORD0092079-L2,C03102,P0003,W10,22-09-2024,1,0,Completed
ORD0092079,ORD0092079-L3,C03102,P0144,W12,22-09-2024,3,2,Completed
ORD0092080,ORD0092080-L1,C03102,P0120,W15,26-09-2024,3,2,Completed
ORD0092081,ORD0092081-L1,C03102,P0099,W09,05-10-2024,2,1,Completed
ORD0092081,ORD0092081-L2,C03102,P0182,W03,05-10-2024,1,0,Completed
ORD0092082,ORD0092082-L1,C03102,P0186,W03,26-10-2024,4,3,Completed
ORD0092083,ORD0092083-L1,C03102,P0036,W10,28-10-2024,4,3,Completed
ORD0092084,ORD0092084-L1,C03102,P0010,W05,02-11-2024,3,2,Completed
ORD0092085,ORD0092085-L1,C03102,P0031,W11,09-11-2024,4,3,Completed
ORD0092085,ORD0092085-L2,C03102,P0106,W11,09-11-2024,3,2,Completed
ORD0092086,ORD0092086-L1,C03102,P0189,W08,13-11-2024,2,1,Completed
ORD0092086,ORD0092086-L2,C03102,P0004,W07,13-11-2024,1,0,Completed
ORD0092087,ORD0092087-L1,C03102,P0119,W11,15-11-2024,1,0,Completed
ORD0092088,ORD0092088-L1,C03102,P0095,W02,30-11-2024,1,0,Completed
ORD0092089,ORD0092089-L1,C03103,P0137,W10,02-01-2023,1,0,Completed
ORD0092090,ORD0092090-L1,C03103,P0025,W11,04-01-2023,1,0,Completed
ORD0092091,ORD0092091-L1,C03103,P0109,W01,20-01-2023,3,2,Completed
ORD0092091,ORD0092091-L2,C03103,P0106,W12,20-01-2023,3,2,Completed
ORD0092091,ORD0092091-L3,C03103,P0044,W14,20-01-2023,4,3,Completed
ORD0092092,ORD0092092-L1,C03103,P0156,W05,21-01-2023,1,0,Completed
ORD0092093,ORD0092093-L1,C03103,P0094,W06,03-02-2023,3,2,Completed
ORD0092093,ORD0092093-L2,C03103,P0163,W14,03-02-2023,3,2,Completed
ORD0092094,ORD0092094-L1,C03103,P0043,W03,13-02-2023,1,0,Completed
ORD0092094,ORD0092094-L2,C03103,P0146,W12,13-02-2023,3,2,Completed
ORD0092095,ORD0092095-L1,C03103,P0181,W13,14-02-2023,4,3,Completed
ORD0092096,ORD0092096-L1,C03103,P0187,W13,26-02-2023,1,0,Completed
ORD0092097,ORD0092097-L1,C03103,P0163,W05,24-03-2023,4,3,Completed
ORD0092097,ORD0092097-L2,C03103,P0144,W09,24-03-2023,3,2,Completed
ORD0092097,ORD0092097-L3,C03103,P0182,W05,24-03-2023,2,1,Completed
ORD0092098,ORD0092098-L1,C03103,P0192,W05,02-04-2023,1,0,Completed
ORD0092099,ORD0092099-L1,C03103,P0123,W09,04-04-2023,2,1,Completed
ORD0092099,ORD0092099-L2,C03103,P0119,W15,04-04-2023,1,0,Completed
ORD0092100,ORD0092100-L1,C03103,P0020,W05,12-04-2023,1,0,Completed
ORD0092100,ORD0092100-L2,C03103,P0175,W12,12-04-2023,2,1,Completed
ORD0092101,ORD0092101-L1,C03103,P0050,W11,17-04-2023,2,1,Completed
ORD0092101,ORD0092101-L2,C03103,P0164,W10,17-04-2023,1,0,Completed
ORD0092102,ORD0092102-L1,C03103,P0050,W06,29-06-2023,2,1,Completed
ORD0092103,ORD0092103-L1,C03103,P0023,W14,01-07-2023,2,1,Completed
ORD0092103,ORD0092103-L2,C03103,P0198,W11,01-07-2023,4,3,Completed
ORD0092103,ORD0092103-L3,C03103,P0033,W11,01-07-2023,3,2,Completed
ORD0092104,ORD0092104-L1,C03103,P0168,W09,20-07-2023,1,0,Completed
ORD0092104,ORD0092104-L2,C03103,P0043,W09,20-07-2023,4,3,Completed
ORD0092105,ORD0092105-L1,C03103,P0146,W14,28-08-2023,1,0,Completed
ORD0092106,ORD0092106-L1,C03103,P0062,W14,24-09-2023,1,0,Completed
ORD0092106,ORD0092106-L2,C03103,P0125,W13,24-09-2023,4,3,Completed
ORD0092106,ORD0092106-L3,C03103,P0001,W02,24-09-2023,3,2,Completed
ORD0092107,ORD0092107-L1,C03103,P0088,W08,01-10-2023,2,1,Completed
ORD0092108,ORD0092108-L1,C03103,P0015,W05,04-10-2023,2,0,Completed
ORD0092109,ORD0092109-L1,C03103,P0028,W15,19-11-2023,1,0,Completed
ORD0092110,ORD0092110-L1,C03103,P0036,W08,13-12-2023,4,3,Completed
ORD0092111,ORD0092111-L1,C03103,P0122,W15,28-12-2023,1,0,Completed
ORD0092112,ORD0092112-L1,C03103,P0148,W09,22-01-2024,4,2,Completed
ORD0092113,ORD0092113-L1,C03103,P0008,W01,07-02-2024,2,1,Completed
ORD0092113,ORD0092113-L2,C03103,P0056,W01,07-02-2024,1,0,Completed
ORD0092114,ORD0092114-L1,C03103,P0175,W08,15-03-2024,2,1,Completed
ORD0092114,ORD0092114-L2,C03103,P0182,W08,15-03-2024,4,3,Completed
ORD0092114,ORD0092114-L3,C03103,P0109,W04,15-03-2024,1,0,Completed
ORD0092115,ORD0092115-L1,C03103,P0183,W02,29-03-2024,1,0,Completed
ORD0092115,ORD0092115-L2,C03103,P0008,W04,29-03-2024,2,1,Completed
ORD0092116,ORD0092116-L1,C03103,P0187,W13,19-04-2024,3,2,Completed
ORD0092116,ORD0092116-L2,C03103,P0179,W07,19-04-2024,3,2,Completed
ORD0092117,ORD0092117-L1,C03103,P0044,W09,29-04-2024,4,3,Completed
ORD0092118,ORD0092118-L1,C03103,P0059,W12,30-04-2024,2,1,Completed
ORD0092118,ORD0092118-L2,C03103,P0178,W14,30-04-2024,4,3,Completed
ORD0092118,ORD0092118-L3,C03103,P0074,W01,30-04-2024,3,2,Completed
ORD0092119,ORD0092119-L1,C03103,P0090,W07,03-05-2024,2,1,Completed
ORD0092119,ORD0092119-L2,C03103,P0025,W11,03-05-2024,2,1,Completed
ORD0092120,ORD0092120-L1,C03103,P0046,W02,05-05-2024,1,0,Completed
ORD0092121,ORD0092121-L1,C03103,P0179,W06,25-06-2024,3,1,Completed
ORD0092122,ORD0092122-L1,C03103,P0083,W14,28-06-2024,3,2,Completed
ORD0092123,ORD0092123-L1,C03103,P0054,W10,07-07-2024,3,2,Completed
ORD0092123,ORD0092123-L2,C03103,P0103,W05,07-07-2024,3,2,Completed
ORD0092124,ORD0092124-L1,C03103,P0101,W08,12-07-2024,4,3,Completed
ORD0092125,ORD0092125-L1,C03103,P0016,W07,16-07-2024,2,1,Completed
ORD0092126,ORD0092126-L1,C03103,P0100,W05,03-08-2024,2,0,Completed
ORD0092127,ORD0092127-L1,C03103,P0143,W11,08-09-2024,2,1,Completed
ORD0092128,ORD0092128-L1,C03103,P0023,W03,16-09-2024,2,1,Completed
ORD0092129,ORD0092129-L1,C03103,P0064,W10,05-10-2024,3,2,Completed
ORD0092130,ORD0092130-L1,C03103,P0102,W13,03-12-2024,3,2,Completed
ORD0092131,ORD0092131-L1,C03103,P0088,W08,20-12-2024,1,0,Completed
ORD0092131,ORD0092131-L2,C03103,P0128,W09,20-12-2024,2,1,Completed
ORD0092132,ORD0092132-L1,C03103,P0200,W04,27-12-2024,1,0,Open
ORD0092132,ORD0092132-L2,C03103,P0123,W06,27-12-2024,4,1,Open
ORD0092133,ORD0092133-L1,C03104,P0029,W10,08-01-2023,7,6,Completed
ORD0092133,ORD0092133-L2,C03104,P0085,W15,08-01-2023,4,3,Completed
ORD0092133,ORD0092133-L3,C03104,P0050,W07,08-01-2023,3,2,Completed
ORD0092134,ORD0092134-L1,C03104,P0159,W04,10-01-2023,7,6,Completed
ORD0092135,ORD0092135-L1,C03104,P0134,W04,04-02-2023,1,0,Completed
ORD0092135,ORD0092135-L2,C03104,P0162,W01,04-02-2023,1,0,Completed
ORD0092135,ORD0092135-L3,C03104,P0132,W15,04-02-2023,6,5,Completed
ORD0092136,ORD0092136-L1,C03104,P0034,W12,08-03-2023,6,5,Completed
ORD0092137,ORD0092137-L1,C03104,P0123,W12,27-03-2023,5,4,Completed
ORD0092138,ORD0092138-L1,C03104,P0076,W06,02-04-2023,5,4,Completed
ORD0092138,ORD0092138-L2,C03104,P0177,W15,02-04-2023,1,0,Completed
ORD0092138,ORD0092138-L3,C03104,P0187,W05,02-04-2023,2,1,Completed
