Delivery_ID,Order_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Region,Delivery_Accuracy_Flag,Damage_Flag,Carrier_ID
DLV0100655,ORD0103690,27-08-2024,31-08-2024,06-09-2024,Delivered,Central,Y,N,CAR04
DLV0100656,ORD0103691,24-10-2024,28-10-2024,26-10-2024,Delivered,Central,Y,N,CAR05
DLV0100657,ORD0103692,18-11-2024,22-11-2024,27-11-2024,Delivered,Central,Y,N,CAR02
DLV0100658,ORD0103693,10-03-2023,14-03-2023,14-03-2023,Delivered,South,Y,N,CAR11
DLV0100659,ORD0103694,23-03-2023,27-03-2023,04-04-2023,Delivered,South,Y,N,CAR04
DLV0100660,ORD0103695,29-03-2023,02-04-2023,01-04-2023,Delivered,South,Y,Y,CAR08
DLV0100661,ORD0103696,01-04-2023,05-04-2023,29-04-2023,Delivered,South,Y,N,CAR03
DLV0100662,ORD0103697,03-04-2023,07-04-2023,07-04-2023,Delivered,South,N,N,CAR08
DLV0100663,ORD0103698,06-05-2023,10-05-2023,10-05-2023,Delivered,South,Y,N,CAR01
DLV0100664,ORD0103699,09-05-2023,13-05-2023,21-05-2023,Delivered,South,Y,N,CAR09
DLV0100665,ORD0103700,18-05-2023,22-05-2023,21-05-2023,Delivered,South,Y,N,CAR04
DLV0100666,ORD0103702,05-07-2023,09-07-2023,08-07-2023,Delivered,South,Y,N,CAR05
DLV0100667,ORD0103703,07-07-2023,11-07-2023,13-07-2023,Delivered,South,Y,N,CAR12
DLV0100668,ORD0103704,08-07-2023,12-07-2023,11-07-2023,Delivered,South,Y,N,CAR14
DLV0100669,ORD0103705,09-07-2023,13-07-2023,13-07-2023,Delivered,South,Y,N,CAR01
DLV0100670,ORD0103706,03-08-2023,07-08-2023,06-08-2023,Delivered,South,Y,N,CAR02
DLV0100671,ORD0103707,16-08-2023,20-08-2023,20-08-2023,Delivered,South,Y,N,CAR02
DLV0100672,ORD0103708,03-09-2023,07-09-2023,10-09-2023,Delivered,South,Y,N,CAR02
DLV0100673,ORD0103709,21-09-2023,25-09-2023,17-10-2023,Delivered,South,Y,N,CAR08
DLV0100674,ORD0103710,23-09-2023,27-09-2023,04-10-2023,Delivered,South,Y,N,CAR15
DLV0100675,ORD0103711,03-10-2023,07-10-2023,12-10-2023,Delivered,South,Y,N,CAR06
DLV0100676,ORD0103712,05-10-2023,09-10-2023,10-10-2023,Delivered,South,Y,N,CAR14
DLV0100677,ORD0103713,08-10-2023,12-10-2023,29-10-2023,Delivered,South,Y,N,CAR13
DLV0100678,ORD0103714,10-10-2023,14-10-2023,14-10-2023,Delivered,South,N,N,CAR14
DLV0100679,ORD0103715,28-10-2023,01-11-2023,08-11-2023,Delivered,South,Y,N,CAR10
DLV0100680,ORD0103716,10-11-2023,14-11-2023,24-11-2023,Delivered,South,Y,N,CAR14
DLV0100681,ORD0103717,13-11-2023,17-11-2023,21-11-2023,Delivered,South,N,N,CAR13
DLV0100682,ORD0103718,20-11-2023,24-11-2023,25-11-2023,Delivered,South,Y,N,CAR11
DLV0100683,ORD0103719,19-12-2023,23-12-2023,23-12-2023,Delivered,South,Y,N,CAR15
DLV0100684,ORD0103720,24-12-2023,28-12-2023,27-12-2023,Delivered,South,Y,N,CAR01
DLV0100685,ORD0103721,24-12-2023,28-12-2023,21-01-2024,Delivered,South,Y,N,CAR01
DLV0100686,ORD0103722,07-01-2024,11-01-2024,10-01-2024,Delivered,South,Y,N,CAR03
DLV0100687,ORD0103723,09-02-2024,13-02-2024,13-02-2024,Delivered,South,Y,N,CAR13
DLV0100688,ORD0103724,12-02-2024,16-02-2024,15-02-2024,Delivered,South,Y,N,CAR01
DLV0100689,ORD0103726,28-03-2024,01-04-2024,05-04-2024,Delivered,South,Y,Y,CAR04
DLV0100690,ORD0103727,14-04-2024,18-04-2024,15-04-2024,Delivered,South,Y,N,CAR04
DLV0100691,ORD0103728,18-04-2024,22-04-2024,24-04-2024,Delivered,South,Y,N,CAR11
DLV0100692,ORD0103729,20-04-2024,24-04-2024,25-04-2024,Delivered,South,Y,N,CAR05
DLV0100693,ORD0103730,22-06-2024,26-06-2024,28-06-2024,Delivered,South,Y,N,CAR13
DLV0100694,ORD0103731,29-06-2024,03-07-2024,02-07-2024,Delivered,South,Y,N,CAR14
DLV0100695,ORD0103732,11-08-2024,15-08-2024,25-08-2024,Delivered,South,Y,N,CAR02
DLV0100696,ORD0103733,28-08-2024,01-09-2024,16-09-2024,Delivered,South,Y,N,CAR12
DLV0100697,ORD0103734,31-08-2024,04-09-2024,06-09-2024,Delivered,South,Y,N,CAR07
DLV0100698,ORD0103735,31-08-2024,04-09-2024,04-09-2024,Delivered,South,Y,N,CAR04
DLV0100699,ORD0103736,13-09-2024,17-09-2024,21-09-2024,Delivered,South,N,Y,CAR02
DLV0100700,ORD0103737,20-09-2024,24-09-2024,24-09-2024,Delivered,South,Y,N,CAR11
DLV0100701,ORD0103738,25-09-2024,29-09-2024,12-10-2024,Delivered,South,Y,N,CAR02
DLV0100702,ORD0103739,28-10-2024,01-11-2024,05-11-2024,Delivered,South,N,N,CAR10
DLV0100703,ORD0103740,18-12-2024,22-12-2024,20-12-2024,Delivered,South,Y,N,CAR01
DLV0100704,ORD0103741,28-12-2024,01-01-2025,03-01-2025,Delivered,South,Y,N,CAR09
DLV0100705,ORD0103742,14-01-2023,17-01-2023,17-01-2023,Delivered,West,Y,N,CAR06
DLV0100706,ORD0103743,18-01-2023,21-01-2023,21-01-2023,Delivered,West,Y,N,CAR09
DLV0100707,ORD0103744,28-01-2023,31-01-2023,31-01-2023,Delivered,West,Y,N,CAR06
DLV0100708,ORD0103745,19-02-2023,22-02-2023,21-02-2023,Delivered,West,Y,N,CAR04
DLV0100709,ORD0103746,04-03-2023,07-03-2023,06-03-2023,Delivered,West,Y,N,CAR03
DLV0100710,ORD0103747,26-03-2023,29-03-2023,29-03-2023,Delivered,West,Y,N,CAR05
DLV0100711,ORD0103748,24-05-2023,27-05-2023,27-05-2023,Delivered,West,Y,N,CAR07
DLV0100712,ORD0103749,23-06-2023,26-06-2023,26-06-2023,Delivered,West,Y,N,CAR15
DLV0100713,ORD0103750,17-09-2023,20-09-2023,20-09-2023,Delivered,West,Y,N,CAR09
DLV0100714,ORD0103751,12-10-2023,15-10-2023,13-10-2023,Delivered,West,Y,Y,CAR14
DLV0100715,ORD0103752,12-01-2024,15-01-2024,15-01-2024,Delivered,West,Y,N,CAR03
DLV0100716,ORD0103753,16-04-2024,,18-04-2024,Delivered,West,Y,N,CAR13
DLV0100717,ORD0103754,21-04-2024,24-04-2024,24-04-2024,Delivered,West,Y,N,CAR10
DLV0100718,ORD0103755,18-09-2024,21-09-2024,26-09-2024,Delivered,West,Y,N,CAR06
DLV0100719,ORD0103756,08-11-2024,11-11-2024,10-11-2024,Delivered,West,Y,N,CAR04
DLV0100720,ORD0103757,11-03-2023,16-03-2023,16-03-2023,Delivered,East,Y,N,CAR10
DLV0100721,ORD0103758,18-06-2023,23-06-2023,24-06-2023,Delivered,East,Y,N,CAR03
DLV0100722,ORD0103760,27-11-2023,02-12-2023,01-12-2023,Delivered,East,Y,N,CAR07
DLV0100723,ORD0103761,13-12-2023,18-12-2023,26-12-2023,Delivered,East,Y,N,CAR11
DLV0100724,ORD0103762,04-01-2024,09-01-2024,08-01-2024,Delivered,East,Y,N,CAR04
DLV0100725,ORD0103763,03-07-2024,08-07-2024,07-07-2024,Delivered,East,Y,N,CAR08
DLV0100726,ORD0103764,29-10-2024,03-11-2024,18-11-2024,Delivered,East,Y,N,CAR07
DLV0100727,ORD0103765,25-12-2024,30-12-2024,29-12-2024,Delivered,East,Y,N,CAR06
DLV0100728,ORD0103766,02-01-2023,06-01-2023,06-01-2023,Delivered,South,Y,N,CAR09
DLV0100729,ORD0103767,03-02-2023,07-02-2023,06-02-2023,Delivered,South,Y,N,CAR02
DLV0100730,ORD0103768,21-02-2023,25-02-2023,26-02-2023,Delivered,South,Y,N,CAR13
DLV0100731,ORD0103769,15-03-2023,19-03-2023,20-03-2023,Delivered,South,Y,N,CAR04
DLV0100732,ORD0103770,17-04-2023,21-04-2023,21-04-2023,Delivered,South,Y,N,CAR10
DLV0100733,ORD0103771,18-04-2023,22-04-2023,23-04-2023,Delivered,South,Y,N,CAR15
DLV0100734,ORD0103772,25-06-2023,29-06-2023,29-06-2023,Delivered,South,Y,N,CAR12
DLV0100735,ORD0103773,09-07-2023,13-07-2023,12-07-2023,Delivered,South,Y,N,CAR07
DLV0100736,ORD0103774,16-07-2023,20-07-2023,18-07-2023,Delivered,South,Y,N,CAR11
DLV0100737,ORD0103775,28-07-2023,01-08-2023,01-08-2023,Delivered,South,Y,N,CAR10
DLV0100738,ORD0103776,10-08-2023,14-08-2023,13-08-2023,Delivered,South,Y,N,CAR10
DLV0100739,ORD0103777,14-08-2023,18-08-2023,18-08-2023,Delivered,South,Y,N,CAR11
DLV0100740,ORD0103778,28-08-2023,01-09-2023,01-09-2023,Delivered,South,Y,N,CAR14
DLV0100741,ORD0103779,28-10-2023,01-11-2023,31-10-2023,Delivered,South,Y,N,CAR05
DLV0100742,ORD0103780,12-11-2023,16-11-2023,15-11-2023,Delivered,South,Y,N,CAR04
DLV0100743,ORD0103781,22-11-2023,26-11-2023,25-11-2023,Delivered,South,Y,N,CAR03
DLV0100744,ORD0103782,17-01-2024,21-01-2024,21-01-2024,Delivered,South,Y,N,CAR02
DLV0100745,ORD0103783,20-02-2024,24-02-2024,24-02-2024,Delivered,South,Y,N,CAR08
DLV0100746,ORD0103784,06-04-2024,10-04-2024,09-04-2024,Delivered,South,Y,N,CAR08
DLV0100747,ORD0103785,05-06-2024,09-06-2024,09-06-2024,Delivered,South,Y,N,CAR06
DLV0100748,ORD0103786,28-06-2024,02-07-2024,02-07-2024,Delivered,South,Y,N,CAR12
DLV0100749,ORD0103787,14-07-2024,18-07-2024,16-07-2024,Delivered,South,Y,N,CAR02
DLV0100750,ORD0103788,19-07-2024,23-07-2024,23-07-2024,Delivered,South,Y,N,CAR09
DLV0100751,ORD0103789,07-08-2024,11-08-2024,10-08-2024,Delivered,South,Y,N,CAR12
DLV0100752,ORD0103790,07-08-2024,11-08-2024,10-08-2024,Delivered,South,N,N,CAR05
DLV0100753,ORD0103791,31-08-2024,04-09-2024,08-09-2024,Delivered,South,Y,N,CAR06
DLV0100754,ORD0103792,11-09-2024,15-09-2024,14-09-2024,Delivered,South,Y,N,CAR11
DLV0100755,ORD0103793,22-09-2024,26-09-2024,25-09-2024,Delivered,South,Y,N,CAR08
DLV0100756,ORD0103794,29-10-2024,02-11-2024,01-11-2024,Delivered,South,Y,N,CAR11
DLV0100757,ORD0103795,19-12-2024,23-12-2024,07-01-2025,Delivered,South,Y,N,CAR02
DLV0100758,ORD0103796,06-01-2023,09-01-2023,09-01-2023,Delivered,North,Y,N,CAR01
DLV0100759,ORD0103797,03-03-2023,06-03-2023,06-03-2023,Delivered,North,Y,N,CAR06
DLV0100760,ORD0103798,31-03-2023,03-04-2023,02-04-2023,Delivered,North,Y,N,CAR08
DLV0100761,ORD0103799,01-05-2023,04-05-2023,04-05-2023,Delivered,North,Y,N,CAR15
DLV0100762,ORD0103800,01-08-2023,04-08-2023,03-08-2023,Delivered,North,Y,N,CAR14
DLV0100763,ORD0103801,10-08-2023,13-08-2023,13-08-2023,Delivered,North,Y,N,CAR08
DLV0100764,ORD0103802,28-11-2023,01-12-2023,30-11-2023,Delivered,North,Y,N,CAR06
DLV0100765,ORD0103803,27-12-2023,30-12-2023,29-12-2023,Delivered,North,Y,N,CAR02
DLV0100766,ORD0103804,29-04-2024,02-05-2024,10-05-2024,Delivered,North,Y,N,CAR02
DLV0100767,ORD0103805,15-05-2024,18-05-2024,17-05-2024,Delivered,North,Y,N,CAR03
DLV0100768,ORD0103806,24-08-2024,27-08-2024,27-08-2024,Delivered,North,Y,N,CAR06
DLV0100769,ORD0103807,23-08-2024,26-08-2024,27-08-2024,Delivered,North,Y,N,CAR15
DLV0100770,ORD0103808,10-09-2024,13-09-2024,21-09-2024,Delivered,North,Y,N,CAR13
DLV0100771,ORD0103809,05-10-2024,08-10-2024,08-10-2024,Delivered,North,Y,N,CAR11
DLV0100772,ORD0103810,05-11-2024,08-11-2024,08-11-2024,Delivered,North,Y,N,CAR08
DLV0100773,ORD0103811,20-11-2024,23-11-2024,30-11-2024,Delivered,North,Y,N,CAR02
DLV0100774,ORD0103812,16-12-2024,19-12-2024,18-12-2024,Delivered,North,Y,N,CAR06
DLV0100775,ORD0103813,21-12-2024,24-12-2024,24-12-2024,Delivered,North,Y,N,CAR11
DLV0100776,ORD0103814,24-02-2023,27-02-2023,27-02-2023,Delivered,North,Y,N,CAR09
DLV0100777,ORD0103815,11-03-2023,14-03-2023,22-03-2023,Delivered,North,Y,N,CAR12
DLV0100778,ORD0103816,23-03-2023,26-03-2023,04-04-2023,Delivered,North,Y,N,CAR04
DLV0100779,ORD0103817,01-05-2023,04-05-2023,03-05-2023,Delivered,North,Y,N,CAR11
DLV0100780,ORD0103818,02-05-2023,05-05-2023,04-05-2023,Delivered,North,Y,Y,CAR05
DLV0100781,ORD0103819,10-05-2023,13-05-2023,13-05-2023,Delivered,North,Y,Y,CAR09
DLV0100782,ORD0103820,07-05-2023,10-05-2023,09-05-2023,Delivered,North,Y,N,CAR11
DLV0100783,ORD0103821,26-05-2023,29-05-2023,31-05-2023,Delivered,North,Y,N,CAR15
DLV0100784,ORD0103822,28-05-2023,31-05-2023,04-06-2023,Delivered,North,Y,N,CAR15
DLV0100785,ORD0103823,31-05-2023,03-06-2023,03-06-2023,Delivered,North,Y,N,CAR09
DLV0100786,ORD0103824,17-06-2023,20-06-2023,29-06-2023,Delivered,North,Y,N,CAR11
DLV0100787,ORD0103825,21-06-2023,24-06-2023,24-06-2023,Delivered,North,Y,N,CAR02
DLV0100788,ORD0103826,17-07-2023,20-07-2023,19-07-2023,Delivered,North,N,N,CAR13
DLV0100789,ORD0103827,23-07-2023,26-07-2023,26-07-2023,Delivered,North,Y,N,CAR08
DLV0100790,ORD0103828,09-08-2023,12-08-2023,12-08-2023,Delivered,North,Y,N,CAR06
DLV0100791,ORD0103829,25-10-2023,28-10-2023,31-10-2023,Delivered,North,Y,N,CAR10
DLV0100792,ORD0103830,15-11-2023,18-11-2023,18-11-2023,Delivered,North,Y,N,CAR07
DLV0100793,ORD0103831,24-11-2023,27-11-2023,27-11-2023,Delivered,North,Y,N,CAR03
DLV0100794,ORD0103832,24-12-2023,27-12-2023,28-12-2023,Delivered,North,Y,N,CAR03
DLV0100795,ORD0103833,28-12-2023,31-12-2023,23-01-2024,Delivered,North,Y,N,CAR10
DLV0100796,ORD0103834,29-01-2024,01-02-2024,01-02-2024,Delivered,North,Y,N,CAR09
DLV0100797,ORD0103835,29-01-2024,01-02-2024,30-01-2024,Delivered,North,Y,N,CAR12
DLV0100798,ORD0103837,12-03-2024,15-03-2024,14-03-2024,Delivered,North,Y,N,CAR15
DLV0100799,ORD0103838,19-03-2024,22-03-2024,05-04-2024,Delivered,North,N,N,CAR09
DLV0100800,ORD0103839,02-04-2024,05-04-2024,15-04-2024,Delivered,North,Y,N,CAR04
DLV0100801,ORD0103840,02-05-2024,05-05-2024,09-05-2024,Delivered,North,Y,N,CAR04
DLV0100802,ORD0103841,07-05-2024,10-05-2024,08-05-2024,Delivered,North,Y,N,CAR11
DLV0100803,ORD0103842,18-05-2024,21-05-2024,21-05-2024,Delivered,North,Y,N,CAR11
DLV0100804,ORD0103843,24-05-2024,27-05-2024,31-05-2024,Delivered,North,Y,N,CAR05
DLV0100805,ORD0103844,23-05-2024,26-05-2024,26-05-2024,Delivered,North,Y,N,CAR05
DLV0100806,ORD0103845,04-06-2024,07-06-2024,07-06-2024,Delivered,North,Y,N,CAR03
DLV0100807,ORD0103846,05-06-2024,08-06-2024,08-06-2024,Delivered,North,Y,N,CAR08
DLV0100808,ORD0103847,10-08-2024,13-08-2024,13-08-2024,Delivered,North,Y,N,CAR07
DLV0100809,ORD0103848,14-08-2024,17-08-2024,16-08-2024,Delivered,North,Y,N,CAR09
DLV0100810,ORD0103849,15-08-2024,18-08-2024,17-08-2024,Delivered,North,Y,N,CAR15
DLV0100811,ORD0103850,14-08-2024,17-08-2024,16-08-2024,Delivered,North,Y,N,CAR10
DLV0100812,ORD0103851,22-08-2024,25-08-2024,03-09-2024,Delivered,North,Y,N,CAR12
DLV0100813,ORD0103852,16-10-2024,19-10-2024,06-11-2024,Delivered,North,Y,N,CAR01
DLV0100814,ORD0103853,31-10-2024,03-11-2024,02-11-2024,Delivered,North,Y,N,CAR06
DLV0100815,ORD0103854,20-11-2024,23-11-2024,23-11-2024,Delivered,North,Y,N,CAR04
DLV0100816,ORD0103855,23-11-2024,26-11-2024,26-11-2024,Delivered,North,Y,N,CAR07
DLV0100817,ORD0103856,24-11-2024,27-11-2024,30-11-2024,Delivered,North,N,N,CAR06
DLV0100818,ORD0103857,28-12-2024,31-12-2024,07-01-2025,Delivered,North,Y,Y,CAR08
DLV0100819,ORD0103858,29-01-2023,03-02-2023,02-02-2023,Delivered,East,Y,N,CAR14
DLV0100820,ORD0103859,02-02-2023,07-02-2023,08-02-2023,Delivered,East,Y,N,CAR10
DLV0100821,ORD0103860,03-03-2023,08-03-2023,07-03-2023,Delivered,East,Y,N,CAR09
DLV0100822,ORD0103861,26-03-2023,31-03-2023,30-03-2023,Delivered,East,Y,N,CAR13
DLV0100823,ORD0103862,14-05-2023,19-05-2023,18-05-2023,Delivered,East,Y,N,CAR13
DLV0100824,ORD0103863,18-06-2023,23-06-2023,24-06-2023,Delivered,East,Y,N,CAR13
DLV0100825,ORD0103864,26-07-2023,31-07-2023,03-08-2023,Delivered,East,Y,N,CAR05
DLV0100826,ORD0103865,19-09-2023,24-09-2023,24-09-2023,Delivered,East,Y,N,CAR06
DLV0100827,ORD0103866,26-10-2023,31-10-2023,16-11-2023,Delivered,East,Y,N,CAR04
DLV0100828,ORD0103867,20-11-2023,25-11-2023,30-11-2023,Delivered,East,Y,Y,CAR08
DLV0100829,ORD0103868,22-12-2023,27-12-2023,08-01-2024,Delivered,East,Y,N,CAR01
DLV0100830,ORD0103869,02-01-2024,07-01-2024,10-01-2024,Delivered,East,Y,N,CAR04
DLV0100831,ORD0103870,21-01-2024,26-01-2024,27-01-2024,Delivered,East,Y,N,CAR03
DLV0100832,ORD0103871,12-02-2024,17-02-2024,17-02-2024,Delivered,East,Y,N,CAR04
DLV0100833,ORD0103872,04-03-2024,09-03-2024,13-03-2024,Delivered,East,Y,N,CAR06
DLV0100834,ORD0103873,11-05-2024,16-05-2024,18-05-2024,Delivered,East,Y,N,CAR15
DLV0100835,ORD0103874,05-07-2024,10-07-2024,08-07-2024,Delivered,East,Y,N,CAR15
DLV0100836,ORD0103875,24-08-2024,29-08-2024,02-09-2024,Delivered,East,Y,N,CAR01
DLV0100837,ORD0103876,27-08-2024,01-09-2024,01-09-2024,Delivered,East,Y,N,CAR11
DLV0100838,ORD0103877,09-09-2024,14-09-2024,16-09-2024,Delivered,East,Y,N,CAR04
DLV0100839,ORD0103878,22-09-2024,27-09-2024,30-09-2024,Delivered,East,Y,N,CAR05
DLV0100840,ORD0103879,14-12-2024,19-12-2024,21-12-2024,Delivered,East,Y,N,CAR09
DLV0100841,ORD0103880,14-01-2023,18-01-2023,17-01-2023,Delivered,Central,Y,N,CAR15
DLV0100842,ORD0103881,14-01-2023,18-01-2023,23-01-2023,Delivered,Central,Y,N,CAR04
DLV0100843,ORD0103882,18-01-2023,22-01-2023,31-01-2023,Delivered,Central,Y,N,CAR03
DLV0100844,ORD0103883,20-01-2023,24-01-2023,09-02-2023,Delivered,Central,Y,N,CAR12
DLV0100845,ORD0103884,31-01-2023,04-02-2023,03-02-2023,Delivered,Central,Y,N,CAR01
DLV0100846,ORD0103885,03-02-2023,07-02-2023,12-02-2023,Delivered,Central,Y,N,CAR01
DLV0100847,ORD0103886,03-02-2023,07-02-2023,07-02-2023,Delivered,Central,Y,N,CAR11
DLV0100848,ORD0103887,26-02-2023,02-03-2023,07-03-2023,Delivered,Central,Y,N,CAR06
DLV0100849,ORD0103888,04-03-2023,08-03-2023,07-03-2023,Delivered,Central,Y,N,CAR10
DLV0100850,ORD0103889,07-03-2023,11-03-2023,12-03-2023,Delivered,Central,Y,N,CAR05
DLV0100851,ORD0103890,10-03-2023,14-03-2023,14-03-2023,Delivered,Central,Y,N,CAR05
DLV0100852,ORD0103891,14-03-2023,18-03-2023,28-03-2023,Delivered,Central,Y,N,CAR06
DLV0100853,ORD0103892,21-03-2023,25-03-2023,27-03-2023,Delivered,Central,Y,N,CAR05
DLV0100854,ORD0103893,04-04-2023,08-04-2023,07-04-2023,Delivered,Central,Y,N,CAR12
DLV0100855,ORD0103894,09-04-2023,13-04-2023,01-05-2023,Delivered,Central,Y,N,CAR05
DLV0100856,ORD0103895,08-04-2023,12-04-2023,12-04-2023,Delivered,Central,Y,N,CAR13
DLV0100857,ORD0103896,21-04-2023,25-04-2023,25-04-2023,Delivered,Central,Y,N,CAR05
DLV0100858,ORD0103897,30-04-2023,04-05-2023,18-05-2023,Delivered,Central,Y,N,CAR13
DLV0100859,ORD0103898,14-05-2023,18-05-2023,23-05-2023,Delivered,Central,Y,N,CAR06
DLV0100860,ORD0103899,23-05-2023,27-05-2023,31-05-2023,Delivered,Central,Y,N,CAR03
DLV0100861,ORD0103900,04-06-2023,08-06-2023,07-06-2023,Delivered,Central,Y,N,CAR13
DLV0100862,ORD0103901,30-06-2023,04-07-2023,03-07-2023,Delivered,Central,Y,N,CAR15
DLV0100863,ORD0103902,10-07-2023,14-07-2023,18-07-2023,Delivered,Central,Y,N,CAR05
DLV0100864,ORD0103903,29-07-2023,02-08-2023,02-08-2023,Delivered,Central,Y,N,CAR09
DLV0100865,ORD0103904,03-08-2023,07-08-2023,07-08-2023,Delivered,Central,Y,N,CAR07
DLV0100866,ORD0103905,09-08-2023,13-08-2023,13-08-2023,Delivered,Central,N,N,CAR14
DLV0100867,ORD0103906,17-08-2023,21-08-2023,20-08-2023,Delivered,Central,Y,N,CAR01
DLV0100868,ORD0103907,29-09-2023,03-10-2023,03-10-2023,Delivered,Central,Y,N,CAR11
DLV0100869,ORD0103908,30-09-2023,04-10-2023,03-10-2023,Delivered,Central,Y,N,CAR05
DLV0100870,ORD0103909,25-10-2023,29-10-2023,28-10-2023,Delivered,Central,Y,N,CAR03
DLV0100871,ORD0103910,30-10-2023,03-11-2023,03-11-2023,Delivered,Central,Y,N,CAR03
DLV0100872,ORD0103911,24-12-2023,28-12-2023,28-12-2023,Delivered,Central,Y,N,CAR09
DLV0100873,ORD0103912,20-01-2024,24-01-2024,23-01-2024,Delivered,Central,Y,N,CAR06
DLV0100874,ORD0103913,23-01-2024,27-01-2024,26-01-2024,Delivered,Central,Y,N,CAR15
DLV0100875,ORD0103914,23-02-2024,27-02-2024,09-03-2024,Delivered,Central,Y,N,CAR15
DLV0100876,ORD0103915,15-03-2024,19-03-2024,19-03-2024,Delivered,Central,Y,N,CAR07
DLV0100877,ORD0103916,20-03-2024,24-03-2024,05-04-2024,Delivered,Central,Y,N,CAR10
DLV0100878,ORD0103917,24-03-2024,28-03-2024,27-03-2024,Delivered,Central,Y,N,CAR03
DLV0100879,ORD0103918,08-05-2024,12-05-2024,10-05-2024,Delivered,Central,Y,N,CAR15
DLV0100880,ORD0103919,19-05-2024,23-05-2024,04-06-2024,Delivered,Central,Y,N,CAR08
DLV0100881,ORD0103920,16-06-2024,20-06-2024,19-06-2024,Delivered,Central,Y,N,CAR04
DLV0100882,ORD0103921,10-08-2024,14-08-2024,14-08-2024,Delivered,Central,Y,N,CAR09
DLV0100883,ORD0103922,10-10-2024,14-10-2024,13-10-2024,Delivered,Central,Y,N,CAR07
DLV0100884,ORD0103923,24-10-2024,28-10-2024,28-10-2024,Delivered,Central,Y,N,CAR08
DLV0100885,ORD0103924,25-10-2024,29-10-2024,29-10-2024,Delivered,Central,Y,N,CAR12
DLV0100886,ORD0103925,02-12-2024,06-12-2024,09-12-2024,Delivered,Central,Y,N,CAR08
DLV0100887,ORD0103926,14-12-2024,18-12-2024,18-12-2024,Delivered,Central,Y,N,CAR01
DLV0100888,ORD0103927,22-12-2024,26-12-2024,25-12-2024,Delivered,Central,Y,N,CAR04
DLV0100889,ORD0103928,28-12-2024,01-01-2025,,In Transit,Central,Y,N,CAR01
DLV0100890,ORD0103929,06-01-2023,11-01-2023,12-01-2023,Delivered,East,Y,N,CAR09
DLV0100891,ORD0103931,03-04-2023,08-04-2023,11-04-2023,Delivered,East,Y,N,CAR05
DLV0100892,ORD0103932,12-06-2023,17-06-2023,17-06-2023,Delivered,East,Y,N,CAR07
DLV0100893,ORD0103933,17-07-2023,22-07-2023,24-07-2023,Delivered,East,Y,N,CAR02
DLV0100894,ORD0103935,09-09-2023,14-09-2023,14-09-2023,Delivered,East,Y,N,CAR14
DLV0100895,ORD0103936,28-09-2023,03-10-2023,06-10-2023,Delivered,East,Y,N,CAR07
DLV0100896,ORD0103937,14-11-2023,19-11-2023,18-11-2023,Delivered,East,Y,N,CAR08
DLV0100897,ORD0103938,07-12-2023,12-12-2023,12-12-2023,Delivered,East,Y,N,CAR03
DLV0100898,ORD0103939,16-12-2023,21-12-2023,21-12-2023,Delivered,East,Y,N,CAR04
DLV0100899,ORD0103940,11-01-2024,16-01-2024,16-01-2024,Delivered,East,Y,N,CAR10
DLV0100900,ORD0103941,01-03-2024,06-03-2024,05-03-2024,Delivered,East,Y,N,CAR05
DLV0100901,ORD0103942,03-04-2024,08-04-2024,11-04-2024,Delivered,East,Y,N,CAR10
DLV0100902,ORD0103943,28-04-2024,03-05-2024,08-05-2024,Delivered,East,Y,N,CAR11
DLV0100903,ORD0103944,05-05-2024,10-05-2024,21-05-2024,Delivered,East,Y,N,CAR12
DLV0100904,ORD0103945,07-05-2024,12-05-2024,12-05-2024,Delivered,East,Y,N,CAR14
DLV0100905,ORD0103946,18-06-2024,23-06-2024,21-06-2024,Delivered,East,Y,N,CAR05
DLV0100906,ORD0103947,26-07-2024,31-07-2024,13-08-2024,Delivered,East,Y,N,CAR03
DLV0100907,ORD0103948,11-09-2024,16-09-2024,16-09-2024,Delivered,East,Y,N,CAR13
DLV0100908,ORD0103949,26-09-2024,01-10-2024,17-10-2024,Delivered,East,Y,N,CAR11
DLV0100909,ORD0103950,04-11-2024,09-11-2024,08-11-2024,Delivered,East,N,N,CAR09
DLV0100910,ORD0103951,05-11-2024,10-11-2024,09-11-2024,Delivered,East,Y,N,CAR03
DLV0100911,ORD0103952,05-11-2024,10-11-2024,12-11-2024,Delivered,East,Y,N,CAR11
DLV0100912,ORD0103953,03-02-2023,06-02-2023,08-02-2023,Delivered,West,Y,Y,CAR05
DLV0100913,ORD0103954,10-03-2023,13-03-2023,13-03-2023,Delivered,West,Y,N,CAR08
DLV0100914,ORD0103955,22-03-2023,25-03-2023,23-03-2023,Delivered,West,Y,N,CAR12
DLV0100915,ORD0103956,07-04-2023,10-04-2023,09-04-2023,Delivered,West,N,N,CAR10
DLV0100916,ORD0103957,24-04-2023,27-04-2023,27-04-2023,Delivered,West,Y,N,CAR04
DLV0100917,ORD0103958,24-04-2023,27-04-2023,30-04-2023,Delivered,West,Y,N,CAR05
DLV0100918,ORD0103959,30-04-2023,03-05-2023,02-05-2023,Delivered,West,Y,N,CAR06
DLV0100919,ORD0103960,26-05-2023,29-05-2023,30-05-2023,Delivered,West,Y,N,CAR06
DLV0100920,ORD0103961,06-06-2023,09-06-2023,09-06-2023,Delivered,West,Y,N,CAR13
